Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,2018-12-31 00:00:00,2017-12-31 00:00:00,ticker
investments,1407000000.0,8203000000.0,4355000000.0,-2614000000.0,AMP.AX
changeToLiabilities,0.0,0.0,0.0,0.0,AMP.AX
totalCashflowsFromInvestingActivities,3214000000.0,8148000000.0,4205000000.0,-2953000000.0,AMP.AX
netBorrowings,-1628000000.0,-320000000.0,-726000000.0,2796000000.0,AMP.AX
totalCashFromFinancingActivities,-1988000000.0,308000000.0,-77000000.0,2771000000.0,AMP.AX
changeToOperatingActivities,-8931000000.0,3979000000.0,-5548000000.0,3518000000.0,AMP.AX
netIncome,177000000.0,-2467000000.0,28000000.0,848000000.0,AMP.AX
changeInCash,-5416000000.0,687000000.0,160000000.0,-1588000000.0,AMP.AX
effectOfExchangeRate,-4000000.0,2000000.0,13000000.0,-8000000.0,AMP.AX
totalCashFromOperatingActivities,-2742000000.0,-7771000000.0,-3981000000.0,-1398000000.0,AMP.AX
depreciation,99000000.0,140000000.0,46000000.0,48000000.0,AMP.AX
otherCashflowsFromInvestingActivities,2341000000.0,2341000000.0,2341000000.0,2341000000.0,AMP.AX
changeToAccountReceivables,281000000.0,-567000000.0,-569000000.0,-152000000.0,AMP.AX
otherCashflowsFromFinancingActivities,-17000000.0,-21000000.0,1357000000.0,1003000000.0,AMP.AX
changeToNetincome,6654000000.0,-9308000000.0,2803000000.0,-6144000000.0,AMP.AX
capitalExpenditures,-83000000.0,-55000000.0,-37000000.0,-46000000.0,AMP.AX
issuanceOfStock,,771000000.0,771000000.0,771000000.0,AMP.AX
repurchaseOfStock,,-5000000.0,-5000000.0,-200000000.0,AMP.AX
dividendsPaid,,-117000000.0,-708000000.0,-828000000.0,AMP.AX
