Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,2018-12-31 00:00:00,2017-12-31 00:00:00,ticker
investments,15000000.0,7000000.0,-1562000000.0,-686000000.0,RIO.AX
changeToLiabilities,558000000.0,-191000000.0,476000000.0,421000000.0,RIO.AX
totalCashflowsFromInvestingActivities,-6556000000.0,-5501000000.0,1321000000.0,-2373000000.0,RIO.AX
netBorrowings,-920000000.0,-438000000.0,-2246000000.0,-2777000000.0,RIO.AX
totalCashFromFinancingActivities,-7130000000.0,-12219000000.0,-12951000000.0,-9141000000.0,RIO.AX
netIncome,9769000000.0,8010000000.0,13638000000.0,8762000000.0,RIO.AX
changeInCash,2354000000.0,-2862000000.0,342000000.0,2358000000.0,RIO.AX
repurchaseOfStock,-208000000.0,-1552000000.0,-5386000000.0,-2083000000.0,RIO.AX
effectOfExchangeRate,165000000.0,-54000000.0,151000000.0,-12000000.0,RIO.AX
totalCashFromOperatingActivities,15875000000.0,14912000000.0,11821000000.0,13884000000.0,RIO.AX
depreciation,4461000000.0,5584000000.0,3881000000.0,4538000000.0,RIO.AX
otherCashflowsFromInvestingActivities,-437000000.0,11000000.0,-1000000.0,-18000000.0,RIO.AX
dividendsPaid,-6132000000.0,-5397000000.0,-5356000000.0,-4250000000.0,RIO.AX
changeToInventory,-281000000.0,28000000.0,-587000000.0,-482000000.0,RIO.AX
changeToAccountReceivables,-562000000.0,163000000.0,-421000000.0,-138000000.0,RIO.AX
otherCashflowsFromFinancingActivities,130000000.0,105000000.0,37000000.0,-31000000.0,RIO.AX
changeToNetincome,1785000000.0,1179000000.0,-5300000000.0,589000000.0,RIO.AX
capitalExpenditures,-6189000000.0,-5488000000.0,-5430000000.0,-4482000000.0,RIO.AX
changeToOperatingActivities,,68000000.0,68000000.0,68000000.0,RIO.AX
