Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,2018-12-31 00:00:00,2017-12-31 00:00:00,ticker
changeToLiabilities,-347084000.0,-231422000.0,15275000.0,78225000.0,APE.AX
totalCashflowsFromInvestingActivities,-29436000.0,233255000.0,-64908000.0,-52517000.0,APE.AX
netBorrowings,-336006000.0,-246042000.0,39440000.0,-34300000.0,APE.AX
totalCashFromFinancingActivities,-390894000.0,-321384000.0,-41206000.0,-99247000.0,APE.AX
changeToOperatingActivities,-14566000.0,-13080000.0,602000.0,-5316000.0,APE.AX
issuanceOfStock,8610000.0,4890000.0,4664000.0,1636000.0,APE.AX
netIncome,147290000.0,-142380000.0,95877000.0,96027000.0,APE.AX
changeInCash,107557000.0,82667000.0,8041000.0,-6788000.0,APE.AX
repurchaseOfStock,-31497000.0,-2598000.0,-13965000.0,-13965000.0,APE.AX
totalCashFromOperatingActivities,527887000.0,170796000.0,114155000.0,144976000.0,APE.AX
depreciation,166257000.0,109061000.0,46137000.0,16651000.0,APE.AX
otherCashflowsFromInvestingActivities,15236000.0,15236000.0,15236000.0,15236000.0,APE.AX
dividendsPaid,-28905000.0,-78080000.0,-69828000.0,-67770000.0,APE.AX
changeToInventory,433146000.0,169718000.0,-37516000.0,-27645000.0,APE.AX
changeToAccountReceivables,72565000.0,57521000.0,5522000.0,-13061000.0,APE.AX
otherCashflowsFromFinancingActivities,-3096000.0,446000.0,-1517000.0,1187000.0,APE.AX
changeToNetincome,79122000.0,168811000.0,518000.0,-11769000.0,APE.AX
capitalExpenditures,-42246000.0,-72687000.0,-38891000.0,-29383000.0,APE.AX
investments,,,-43142000.0,-46018000.0,APE.AX
