Breakdown,2021-03-31 00:00:00,2020-03-31 00:00:00,2019-03-31 00:00:00,2018-03-31 00:00:00,ticker
intangibleAssets,40600000.0,35100000.0,33600000.0,43400000.0,IFT.AX
totalLiab,5448000000.0,4245200000.0,3987500000.0,3498900000.0,IFT.AX
totalStockholderEquity,2644000000.0,2132200000.0,1646000000.0,1935600000.0,IFT.AX
minorityInterest,1445200000.0,1207700000.0,1098500000.0,1199400000.0,IFT.AX
otherCurrentLiab,1000000000.0,12600000.0,187700000.0,51200000.0,IFT.AX
totalAssets,9537200000.0,7585100000.0,6732000000.0,6633900000.0,IFT.AX
commonStock,1049000000.0,754900000.0,361800000.0,361800000.0,IFT.AX
otherCurrentAssets,2329600000.0,18900000.0,539600000.0,2900000.0,IFT.AX
retainedEarnings,735500000.0,902400000.0,702700000.0,818500000.0,IFT.AX
otherLiab,531700000.0,522400000.0,553700000.0,549400000.0,IFT.AX
goodWill,770700000.0,113100000.0,113100000.0,117400000.0,IFT.AX
treasuryStock,859500000.0,474900000.0,581500000.0,755300000.0,IFT.AX
otherAssets,365600000.0,350900000.0,266000000.0,191600000.0,IFT.AX
cash,133800000.0,730300000.0,414300000.0,380500000.0,IFT.AX
totalCurrentLiabilities,1672000000.0,421400000.0,1045400000.0,466800000.0,IFT.AX
shortLongTermDebt,345900000.0,159700000.0,583200000.0,184300000.0,IFT.AX
otherStockholderEquity,859500000.0,474900000.0,581500000.0,755300000.0,IFT.AX
propertyPlantEquipment,3354200000.0,4119400000.0,4201500000.0,4722900000.0,IFT.AX
totalCurrentAssets,2798300000.0,933300000.0,1181200000.0,618000000.0,IFT.AX
longTermInvestments,2207800000.0,2033300000.0,936600000.0,940600000.0,IFT.AX
netTangibleAssets,1832700000.0,1984000000.0,1499300000.0,1774800000.0,IFT.AX
netReceivables,108000000.0,90200000.0,49200000.0,87300000.0,IFT.AX
longTermDebt,3062000000.0,3076300000.0,2388400000.0,2482700000.0,IFT.AX
inventory,1900000.0,,,4200000.0,IFT.AX
accountsPayable,305800000.0,227300000.0,274500000.0,231300000.0,IFT.AX
